ALWAYS,1
BEST,1
CLEARLY,1
DEFINITELY,1
DEFINITIVELY,1
HIGHEST,1
LOWEST,1
MUST,1
NEVER,1
STRONGLY,1
UNAMBIGUOUSLY,1
UNCOMPROMISING,1
UNDISPUTED,1
UNDOUBTEDLY,1
UNEQUIVOCAL,1
UNEQUIVOCALLY,1
UNPARALLELED,1
UNSURPASSED,1
WILL,1
ABLE,0.8
ABUNDANCE,0.8
ABUNDANT,0.8
ACCLAIMED,0.8
ACCOMPLISH,0.8
ACCOMPLISHED,0.8
ACCOMPLISHES,0.8
ACCOMPLISHING,0.8
ACCOMPLISHMENT,0.8
ACCOMPLISHMENTS,0.8
ACHIEVE,0.8
ACHIEVED,0.8
ACHIEVEMENT,0.8
ACHIEVEMENTS,0.8
ACHIEVES,0.8
ACHIEVING,0.8
ADEQUATELY,0.8
ADVANCEMENT,0.8
ADVANCEMENTS,0.8
ADVANCES,0.8
ADVANCING,0.8
ADVANTAGE,0.8
ADVANTAGED,0.8
ADVANTAGEOUS,0.8
ADVANTAGEOUSLY,0.8
ADVANTAGES,0.8
ALLIANCE,0.8
ALLIANCES,0.8
ASSURE,0.8
ASSURED,0.8
ASSURES,0.8
ASSURING,0.8
ATTAIN,0.8
ATTAINED,0.8
ATTAINING,0.8
ATTAINMENT,0.8
ATTAINMENTS,0.8
ATTAINS,0.8
ATTRACTIVE,0.8
ATTRACTIVENESS,0.8
BEAUTIFUL,0.8
BEAUTIFULLY,0.8
BENEFICIAL,0.8
BENEFICIALLY,0.8
BENEFIT,0.8
BENEFITED,0.8
BENEFITING,0.8
BENEFITTED,0.8
BENEFITTING,0.8
BETTER,0.8
BOLSTERED,0.8
BOLSTERING,0.8
BOLSTERS,0.8
BOOM,0.8
BOOMING,0.8
BOOST,0.8
BOOSTED,0.8
BREAKTHROUGH,0.8
BREAKTHROUGHS,0.8
BRILLIANT,0.8
CHARITABLE,0.8
COLLABORATE,0.8
COLLABORATED,0.8
COLLABORATES,0.8
COLLABORATING,0.8
COLLABORATION,0.8
COLLABORATIONS,0.8
COLLABORATIVE,0.8
COLLABORATOR,0.8
COLLABORATORS,0.8
COMPLIMENT,0.8
COMPLIMENTARY,0.8
COMPLIMENTED,0.8
COMPLIMENTING,0.8
COMPLIMENTS,0.8
CONCLUSIVE,0.8
CONCLUSIVELY,0.8
CONDUCIVE,0.8
CONFIDENT,0.8
CONSTRUCTIVE,0.8
CONSTRUCTIVELY,0.8
COURTEOUS,0.8
CREATIVE,0.8
CREATIVELY,0.8
CREATIVENESS,0.8
CREATIVITY,0.8
DELIGHT,0.8
DELIGHTED,0.8
DELIGHTFUL,0.8
DELIGHTFULLY,0.8
DELIGHTING,0.8
DELIGHTS,0.8
DEPENDABILITY,0.8
DEPENDABLE,0.8
DESIRABLE,0.8
DESIRED,0.8
DESPITE,0.8
DESTINED,0.8
DILIGENT,0.8
DILIGENTLY,0.8
DISTINCTION,0.8
DISTINCTIONS,0.8
DISTINCTIVE,0.8
DISTINCTIVELY,0.8
DISTINCTIVENESS,0.8
DREAM,0.8
EASIER,0.8
EASILY,0.8
EASY,0.8
EFFECTIVE,0.8
EFFICIENCIES,0.8
EFFICIENCY,0.8
EFFICIENT,0.8
EFFICIENTLY,0.8
EMPOWER,0.8
EMPOWERED,0.8
EMPOWERING,0.8
EMPOWERS,0.8
ENABLE,0.8
ENABLED,0.8
ENABLES,0.8
ENABLING,0.8
ENCOURAGED,0.8
ENCOURAGEMENT,0.8
ENCOURAGES,0.8
ENCOURAGING,0.8
ENHANCE,0.8
ENHANCED,0.8
ENHANCEMENT,0.8
ENHANCEMENTS,0.8
ENHANCES,0.8
ENHANCING,0.8
ENJOY,0.8
ENJOYABLE,0.8
ENJOYABLY,0.8
ENJOYED,0.8
ENJOYING,0.8
ENJOYMENT,0.8
ENJOYS,0.8
ENTHUSIASM,0.8
ENTHUSIASTIC,0.8
ENTHUSIASTICALLY,0.8
EXCELLENCE,0.8
EXCELLENT,0.8
EXCELLING,0.8
EXCELS,0.8
EXCEPTIONAL,0.8
EXCEPTIONALLY,0.8
EXCITED,0.8
EXCITEMENT,0.8
EXCITING,0.8
EXCLUSIVE,0.8
EXCLUSIVELY,0.8
EXCLUSIVENESS,0.8
EXCLUSIVES,0.8
EXCLUSIVITY,0.8
EXEMPLARY,0.8
FANTASTIC,0.8
FAVORABLE,0.8
FAVORABLY,0.8
FAVORED,0.8
FAVORING,0.8
FAVORITE,0.8
FAVORITES,0.8
FRIENDLY,0.8
GAIN,0.8
GAINED,0.8
GAINING,0.8
GAINS,0.8
GOOD,0.8
GREAT,0.8
GREATER,0.8
GREATEST,0.8
GREATLY,0.8
GREATNESS,0.8
HAPPIEST,0.8
HAPPILY,0.8
HAPPINESS,0.8
HAPPY,0.8
HIGHEST,0.8
HONOR,0.8
HONORABLE,0.8
HONORED,0.8
HONORING,0.8
HONORS,0.8
IDEAL,0.8
IMPRESS,0.8
IMPRESSED,0.8
IMPRESSES,0.8
IMPRESSING,0.8
IMPRESSIVE,0.8
IMPRESSIVELY,0.8
IMPROVE,0.8
IMPROVED,0.8
IMPROVEMENT,0.8
IMPROVEMENTS,0.8
IMPROVES,0.8
IMPROVING,0.8
INCREDIBLE,0.8
INCREDIBLY,0.8
INFLUENTIAL,0.8
INFORMATIVE,0.8
INGENUITY,0.8
INNOVATE,0.8
INNOVATED,0.8
INNOVATES,0.8
INNOVATING,0.8
INNOVATION,0.8
INNOVATIONS,0.8
INNOVATIVE,0.8
INNOVATIVENESS,0.8
INNOVATOR,0.8
INNOVATORS,0.8
INSIGHTFUL,0.8
INSPIRATION,0.8
INSPIRATIONAL,0.8
INTEGRITY,0.8
INVENT,0.8
INVENTED,0.8
INVENTING,0.8
INVENTION,0.8
INVENTIONS,0.8
INVENTIVE,0.8
INVENTIVENESS,0.8
INVENTOR,0.8
INVENTORS,0.8
LEADERSHIP,0.8
LEADING,0.8
LOYAL,0.8
LUCRATIVE,0.8
MERITORIOUS,0.8
OPPORTUNITIES,0.8
OPPORTUNITY,0.8
OPTIMISTIC,0.8
OUTPERFORM,0.8
OUTPERFORMED,0.8
OUTPERFORMING,0.8
OUTPERFORMS,0.8
OUTSTANDING,0.8
PERFECT,0.8
PERFECTED,0.8
PERFECTLY,0.8
PERFECTS,0.8
PLEASANT,0.8
PLEASANTLY,0.8
PLEASED,0.8
PLEASURE,0.8
PLENTIFUL,0.8
POPULAR,0.8
POPULARITY,0.8
POSITIVE,0.8
POSITIVELY,0.8
PREEMINENCE,0.8
PREEMINENT,0.8
PREMIER,0.8
PREMIERE,0.8
PRESTIGE,0.8
PRESTIGIOUS,0.8
PROACTIVE,0.8
PROACTIVELY,0.8
PROFICIENCY,0.8
PROFICIENT,0.8
PROFICIENTLY,0.8
PROFITABILITY,0.8
PROFITABLE,0.8
PROFITABLY,0.8
PROGRESS,0.8
PROGRESSED,0.8
PROGRESSES,0.8
PROGRESSING,0.8
PROSPERED,0.8
PROSPERING,0.8
PROSPERITY,0.8
PROSPEROUS,0.8
PROSPERS,0.8
REBOUND,0.8
REBOUNDED,0.8
REBOUNDING,0.8
RECEPTIVE,0.8
REGAIN,0.8
REGAINED,0.8
REGAINING,0.8
RESOLVE,0.8
REVOLUTIONIZE,0.8
REVOLUTIONIZED,0.8
REVOLUTIONIZES,0.8
REVOLUTIONIZING,0.8
REWARD,0.8
REWARDED,0.8
REWARDING,0.8
REWARDS,0.8
SATISFACTION,0.8
SATISFACTORILY,0.8
SATISFACTORY,0.8
SATISFIED,0.8
SATISFIES,0.8
SATISFY,0.8
SATISFYING,0.8
SMOOTH,0.8
SMOOTHING,0.8
SMOOTHLY,0.8
SMOOTHS,0.8
SOLVES,0.8
SOLVING,0.8
SPECTACULAR,0.8
SPECTACULARLY,0.8
STABILITY,0.8
STABILIZATION,0.8
STABILIZATIONS,0.8
STABILIZE,0.8
STABILIZED,0.8
STABILIZES,0.8
STABILIZING,0.8
STABLE,0.8
STRENGTH,0.8
STRENGTHEN,0.8
STRENGTHENED,0.8
STRENGTHENING,0.8
STRENGTHENS,0.8
STRENGTHS,0.8
STRONG,0.8
STRONGER,0.8
STRONGEST,0.8
SUCCEED,0.8
SUCCEEDED,0.8
SUCCEEDING,0.8
SUCCEEDS,0.8
SUCCESS,0.8
SUCCESSES,0.8
SUCCESSFUL,0.8
SUCCESSFULLY,0.8
SUPERIOR,0.8
SURPASS,0.8
SURPASSED,0.8
SURPASSES,0.8
SURPASSING,0.8
TRANSPARENCY,0.8
TREMENDOUS,0.8
TREMENDOUSLY,0.8
UNMATCHED,0.8
UNPARALLELED,0.8
UNSURPASSED,0.8
UPTURN,0.8
UPTURNS,0.8
VALUABLE,0.8
VERSATILE,0.8
VERSATILITY,0.8
VIBRANCY,0.8
VIBRANT,0.8
WIN,0.8
WINNER,0.8
WINNERS,0.8
WINNING,0.8
WORTHY,0.8
ABEYANCE,0.5
ABEYANCES,0.5
ALMOST,0.5
ALTERATION,0.5
ALTERATIONS,0.5
AMBIGUITIES,0.5
AMBIGUITY,0.5
AMBIGUOUS,0.5
ANOMALIES,0.5
ANOMALOUS,0.5
ANOMALOUSLY,0.5
ANOMALY,0.5
ANTICIPATE,0.5
ANTICIPATED,0.5
ANTICIPATES,0.5
ANTICIPATING,0.5
ANTICIPATION,0.5
ANTICIPATIONS,0.5
APPARENT,0.5
APPARENTLY,0.5
APPEAR,0.5
APPEARED,0.5
APPEARING,0.5
APPEARS,0.5
APPROXIMATE,0.5
APPROXIMATED,0.5
APPROXIMATELY,0.5
APPROXIMATES,0.5
APPROXIMATING,0.5
APPROXIMATION,0.5
APPROXIMATIONS,0.5
ARBITRARILY,0.5
ARBITRARINESS,0.5
ARBITRARY,0.5
ASSUME,0.5
ASSUMED,0.5
ASSUMES,0.5
ASSUMING,0.5
ASSUMPTION,0.5
ASSUMPTIONS,0.5
BELIEVE,0.5
BELIEVED,0.5
BELIEVES,0.5
BELIEVING,0.5
CAUTIOUS,0.5
CAUTIOUSLY,0.5
CAUTIOUSNESS,0.5
CLARIFICATION,0.5
CLARIFICATIONS,0.5
CONCEIVABLE,0.5
CONCEIVABLY,0.5
CONDITIONAL,0.5
CONDITIONALLY,0.5
CONFUSES,0.5
CONFUSING,0.5
CONFUSINGLY,0.5
CONFUSION,0.5
CONTINGENCIES,0.5
CONTINGENCY,0.5
CONTINGENT,0.5
CONTINGENTLY,0.5
CONTINGENTS,0.5
COULD,0.5
CROSSROAD,0.5
CROSSROADS,0.5
DEPEND,0.5
DEPENDED,0.5
DEPENDENCE,0.5
DEPENDENCIES,0.5
DEPENDENCY,0.5
DEPENDENT,0.5
DEPENDING,0.5
DEPENDS,0.5
DESTABILIZING,0.5
DEVIATE,0.5
DEVIATED,0.5
DEVIATES,0.5
DEVIATING,0.5
DEVIATION,0.5
DEVIATIONS,0.5
DIFFER,0.5
DIFFERED,0.5
DIFFERING,0.5
DIFFERS,0.5
DOUBT,0.5
DOUBTED,0.5
DOUBTFUL,0.5
DOUBTS,0.5
EXPOSURE,0.5
EXPOSURES,0.5
FLUCTUATE,0.5
FLUCTUATED,0.5
