Name,URL,Sentiment
Sudarshan,https://www.wykop.pl/link/4223359/blockchain-amp-bitcoin-conference-berlin-on-april-4th/,0
Sudarshan,http://www.computerweekly.com/news/252434855/Criminals-hijack-government-sites-to-mine-cryptocurrency-used-to-hide-wealth,-1
Sudarshan,http://www.mcclatchydc.com/news/politics-government/white-house/article198740894.html,-1
Sudarshan,https://slashdot.org/submission/7844329/coincheck-says-it-lost-crypto-coins-valued-at-about-400-million,-1
Sudarshan,https://cointelegraph.com/news/philippines-senator-proposes-stricter-penalties-for-crimes-involving-crypto,-1
Sudarshan,https://www.cnbc.com/2018/02/22/your-bitcoin-may-be-lost-for-good-if-you-die-without-a-plan-for-it.html,0
Sudarshan,https://www.japantimes.co.jp/news/2018/03/27/business/twitter-bans-crytocurrency-ads-fraud-fears-sending-bitcoin-value-south/,-1
Sudarshan,https://www.naturalnews.com/2018-02-25-bitcoin-wallet-devices-found-to-be-surprisingly-vulnerable-to-hacking.html,-1
Sudarshan,https://www.cnbc.com/2018/01/25/treasury-secretary-mnuchin-explains-why-hes-really-looking-closely-at-bitcoin.html,-1
Sudarshan,https://www.finextra.com/pressarticle/72476/vio-teams-up-with-eidoo-on-token-sale-in-effort-to-become-african-remittance-player?utm_medium=rss&utm_source=finextrafeed,1
Sudarshan,https://hackernoon.com/how-to-build-a-computer-with-ease-graphics-a770da3b5205,0
Sudarshan,https://cointelegraph.com/news/goldman-sachs-investment-chief-crypto-bubble-burst-will-affect-1-of-global-gdp,0
Sudarshan,https://www.coindesk.com/amazon-user-orders-bitcoin-miner-gets-boss-baby-dvd-instead/,-1
Sudarshan,http://investmentwatchblog.com/meet-the-worlds-next-central-banker-mark-zuckerberg/,-1
Sudarshan,https://www.youbrandinc.com/blockchain/how-does-the-blockchain-work-pt-1/,0
Sudarshan,http://www.bitrebels.com/business/financial-institutions-cryptocurrency-boom/,1
Sudarshan,http://www.returnofkings.com/150239/bitcoin-proves-that-the-glass-ceiling-keeping-women-down-is-a-myth,1
Sudarshan,http://www.breitbart.com/tech/2018/02/12/arizona-senate-passes-bill-that-allows-citizens-to-pay-taxes-in-bitcoin/,1
Sudarshan,https://www.techmeme.com/180227/p17,0
Sudarshan,https://www.investopedia.com/news/how-much-does-it-cost-mine-bitcoin-around-world/,0
Sudarshan,https://www.gizmodo.com.au/2018/03/jack-dorsey-seems-pretty-sure-bitcoin-will-be-the-worlds-single-currency-in-10-years/,1
Sudarshan,http://www.valuewalk.com/2018/01/bitcoin-price-weekly-analysis/,-1
Sudarshan,https://www.yahoo.com/news/venezuela-president-solution-inflation-change-money-234121520.html,-1
Sudarshan,https://www.thesslstore.com/blog/cryptojacking-8500-q4-2017-symantec/,-1
Sudarshan,http://bitcoinist.com/artificial-intelligence-robotics-kepler/,1
Sudarshan,http://www.businessinsider.com/bitcoin-price-today-march-2-ethereum-ripple-litecoin-cryptocurrencies-2018-3,1
Sudarshan,https://slashdot.org/firehose.pl?op=view&amp;id=97353837,1
Sudarshan,https://www.zerohedge.com/news/2018-02-09/visualizing-worst-crashes-bitcoin-history,-1
Sudarshan,https://mashable.com/2018/02/13/bitcoin-taxes-arizona/,1
Sudarshan,http://bitcoinist.com/heres-how-bitcoin-is-enticing-some-to-risk-their-savings/,1
Sudarshan,https://www.cnbc.com/2018/01/30/pencils-of-promise-got-1-million-in-bitcoin-from-pineapple-fund.html,1
Sudarshan,http://hiphopdx.com/news/id.45766/title.50-cent-reportedly-made-millions-by-accepting-bitcoin-payments,1
Sudarshan,https://www.youbrandinc.com/blockchain/blockchain-and-iot-edge-connected-by-filament-chip/,1
Sudarshan,https://www.investopedia.com/news/two-blackrock-exbond-specialists-create-bitcoin-hedge-fund/,0
Sudarshan,http://bitcoinist.com/bitcoin-core-0-16-0-rolls-full-segwit-support/,1
Sudarshan,https://cointelegraph.com/news/playboy-to-release-crypto-wallet-integrate-vice-industry-tokens,1
Sudarshan,https://www.cnbc.com/2018/02/26/circle-acquisition-of-poloniex-is-just-the-beginning-of-likely-consolidation-in-crypto.html,1
Sudarshan,https://cacm.acm.org/opinion/articles/226276-the-fcc-should-use-blockchain-to-manage-wireless-spectrum/fulltext,1
Sudarshan,https://www.bangkokpost.com/business/world/1400650/seoul-to-start-real-name-cryptocurrency-trading,1
Sudarshan,https://www.businessinsider.com/td-ameritrade-ceo-interview-on-bitcoin-cryptocurrency-and-cannabis-2018-1,1
Sudarshan,http://bitcoinist.com/breaking-coinbase-confirms-drastically-overcharging-users-debit-credit-purchases-draining-accounts/,-1
Sudarshan,https://siliconangle.com/blog/2018/03/23/blockchain-goes-proof-concept-production-think2018/,1
Sudarshan,https://www.rt.com/business/417673-bitcoin-fall-continues-cryptocurrency/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,-1
Sudarshan,http://news.sys-con.com/node/4239455,0
Sudarshan,https://www.yahoo.com/news/bitcoin-slides-further-headed-worst-week-since-2013-093716827--sector.html,-1
Sudarshan,http://punchng.com/senate-warns-nigerians-against-investment-in-bitcoins/,-1
Sudarshan,https://www.businessinsider.com/sp-global-ratings-on-cryptocurrency-contagion-risk-to-banks-2018-2?IR=T,-1
Sudarshan,https://www.cnbc.com/2018/02/27/sikur-cryptocurrency-wallet-smartphone.html,1
Sudarshan,http://www.businessinsider.com/cryptocurrencty-and-blockchain-startup-prodeum-pulled-an-exit-scam-2018-1,-1
Sudarshan,https://www.digitaltrends.com/computing/sec-warning-causes-cryptocurrency-price-drop/,-1
Parth,https://motherboard.vice.com/en_us/article/59kq75/crypto-harlem-video-surveillance-of-black-community,0
Parth,https://www.databreaches.net/voter-bee-databases-hit-with-ransomware-attack/,0
Parth,https://nypost.com/2018/02/28/bill-gates-says-bitcoin-has-been-a-fairly-direct-cause-of-deaths/,-1
Parth,https://www.japantimes.co.jp/news/2018/02/21/business/bitcoins-free-another-japanese-cryptocurrency-exchange-lands-hot-water/,-1
Parth,http://www.onlydeadfish.co.uk/only_dead_fish/2018/01/blockchain-and-the-perez-technological-surge-cycle.html,-1
Parth,http://www.freemalaysiatoday.com/category/world/2018/01/29/philippines-to-develop-rules-on-cryptocurrency-trading/,1
Parth,http://www.firstpost.com/business/blockchain-technology-heralds-an-internet-of-value-govt-and-firms-should-hop-onto-the-bandwagon-4399863.html,1
Parth,https://www.cnbc.com/2018/02/10/stock-and-awe--how-bitcoins-plunge-may-have-been-a-precursor-to-market-turmoil.html,0
Parth,https://www.coindesk.com/tech-legend-steve-wozniak-scammed-70k-bitcoin/,-1
Parth,https://www.windowscentral.com/why-price-graphics-cards-ruining-your-vr-fun,0
Parth,https://www.ifsecglobal.com/watch-how-the-super-secure-sikurphone-secures-bitcoin-and-cannot-so-far-be-hacked/,1
Parth,http://www.theeventchronicle.com/finanace/top-south-korean-crypto-regulator-found-dead-unknown-cause/,-1
Parth,https://www.wykop.pl/link/4219461/coinfloor-to-launch-physically-settled-bitcoin-futures-next-month/,1
Parth,https://www.cnbc.com/2018/03/09/sec-crypto-crackdown-may-not-affect-bitcoin-venture-capitalist.html,1
Parth,https://www.youbrandinc.com/crytocurrency/gambling-tycoon-builds-100m-bitcoin-funded-antiguan-resort/,1
Parth,http://unwire.hk/2018/03/12/peppernaohacked/tech-secure/,0
Parth,https://hackernoon.com/an-introduction-to-cryptocurrency-wallets-288629d879a4,0
Parth,https://www.extremetech.com/computing/265917-ibm-creates-worlds-smallest-computer-blockchain-tech,0
Parth,https://www.dallasnews.com/business/money/2018/02/26/texas-blockscryptocurrency-firm-used-image-ruth-bader-ginsburg-web-site,1
Parth,https://motherboard.vice.com/en_us/article/59kqza/50-cent-swears-under-oath-he-doesnt-have-any-bitcoin,-1
Parth,https://www.ft.com/content/038d92d6-0d32-11e8-8eb7-42f857ea9f09,-1
Parth,https://cointelegraph.com/news/somethings-fishy-tether-auditor-dissolve-relationship-according-to-rumors,0
Parth,https://www.cnbc.com/2018/03/18/bitcoin-rallies-back-700-in-less-than-three-hours.html,1
Parth,https://nofilmschool.com/2018/12/indie-film-weekly-022218-podcast,1
Parth,https://www.hackread.com/lazarus-group-back-targeting-banks-bitcoin-users-phishing-scam/,-1
Parth,https://hypebeast.com/2018/2/50-cent-never-owned-bitcoin-animal-ambition-sales,1
Parth,https://www.prnewswire.com/news-releases/the-underlying-value-of-cryptocurrencies-671078743.html,1
Parth,https://inno3.it/2018/02/16/flash-news-artificial-intelligence-cyberattack-bitcoin-bike-sharing/,1
Parth,https://www.coindesk.com/grayscale-dcg-launches-fund-top-crypto-assets-eth-included/,1
Parth,http://www.cityam.com/279592/mays-davos-speech-inspired-more-fear-than-optimism-next,N/A
Parth,http://techcrunch.com/2018/02/27/rakuten-will-roll-its-9b-loyalty-program-into-a-new-blockchain-based-cryptocurrency-rakuten-coin/,1
Parth,https://www.youbrandinc.com/crytocurrency/john-oliver-on-bitcoin-blockchain-and-cryptocurrency/,-1
Parth,https://cointelegraph.com/news/regulations-and-their-influence-on-cryptocurrency-prices,0
Parth,https://www.rte.ie/news/business/2018/0129/936701-japan-cryptocurrencies/,-1
Parth,https://www.tweaktown.com/news/61331/ethereum-asic-miners-close-cheap-graphics-cards-soon/index.html,-1
Parth,https://www.fool.com/investing/2018/01/29/5-cryptocurrencies-that-have-brand-name-partners.aspx,1
Parth,https://www.youbrandinc.com/crytocurrency/cryptocurrency-mania-whats-next-for-bitcoin-ethereum-litecoin-ripple-and-others/,1
Parth,https://hackernoon.com/shorting-crypto-6165b4c49321,0
Parth,https://www.freerepublic.com/focus/f-news/3626939/posts,-1
Parth,https://www.newsbtc.com/2018/02/21/bitfunder-founder-charged-sec-61-million-bitcoin/,-1
Parth,https://www.youbrandinc.com/crytocurrency/bitcoin-is-not-out-of-the-woods-yet/,1
Parth,https://medium.com/the-mission/5-ways-blockchain-will-change-crm-for-the-better-4add23d9ab10,1
Parth,https://www.theguardian.com/the-relationship-project/2018/feb/13/the-truth-behind-the-headlines-how-the-financial-news-affects-your-money,N/A
Parth,https://www.youbrandinc.com/crytocurrency/g20-leaders-to-hold-fire-on-cryptocurrencies-amid-discord-sources/,-1
Parth,http://bitcoinist.com/mycelium-wallet-partners-changelly/,0
Parth,https://www.itsecuritynews.info/crypto-botnets-causing-mass-disruption/,-1
Parth,https://www.independent.ie/business/technology/moneyconf-announced-as-first-web-summit-event-to-return-to-dublin-36598515.html,0
Parth,https://www.rt.com/news/418830-alien-search-cryptocurrency-hamper/,0
Parth,https://www.digitaltrends.com/web/coinbase-credit-card-bitcoin-fee/,1
Parth,https://www.npr.org/sections/thetwo-way/2018/01/23/579880053/whos-trading-bitcoin-south-korea-wants-to-know,-1
Kenneth,http://www.cbc.ca/news/business/cse-tmx-blockchain-clearing-exchange-1.4533814,1
Kenneth,https://www.itproportal.com/features/streamlining-the-insurance-industry-with-blockchain/,0
Kenneth,https://www.businessinsider.com/rogoff-next-financial-crisis-cryptocurrencies-bitcoin-2018-1,-1
Kenneth,https://www.theglobeandmail.com/globe-investor/bitcoin-rises-above-10000-strategist-sees-new-high-by-july/article37994381/,0
Kenneth,http://www.firstpost.com/tech/news-analysis/google-will-ban-ads-about-unregulated-financial-products-such-as-cryptocurrencies-4389765.html,0
Kenneth,https://blogs.wsj.com/moneybeat/2018/01/26/wsj-wealth-adviser-briefing-an-advisers-guide-to-dealing-with-death-charging-bitcoin/,0
Kenneth,https://www.entrepreneur.com/article/308714,1
Kenneth,http://gfxbing.com/graphic-ebooks/846732-bitcoin-for-dummies-2018-guide-bitcoin-explained-simply-for-dummies-beginners.html,0
Kenneth,http://dataprotectioncenter.com/malware/record-surges-in-healthcare-attacks-fileless-malware-cryptocurrency-mining/,0
Kenneth,https://www.coindesk.com/actor-steven-seagal-endorses-questionable-bitcoiin-ico/,0
Kenneth,http://bitcoinist.com/mastermind-behind-silk-road-appeals-judges-decisions/,0
